 TimeStamp SpindleController.check_volt_out SpindleController.current_position SpindleController.pos_ref SpindleController.error_pos SpindleController.vel_ref SpindleController.acc_ref SpindleController.noise SpindleController.control_output
 1.29899e+09                                0                                  0                         0                           0                         0                         0                       0                                0 
 3.2756e-05                                0                                  0                         0                           0                         0                         0                       0                                0 
   16.1332                                0                                  0                         0                           0                         0                         0                       0                                0 
   16.1334                                0                                  0               3.27809e-07                           0               0.000181055                       0.1                       0                      4.09352e-06 
   16.1335                        -0.120077                                  0               3.27809e-07                 3.27809e-07               0.000181055                       0.1                       0                      4.09352e-06 
   16.1337                        -0.120077                                  0               3.27809e-07                 3.27809e-07               0.000181055                       0.1                       0                      4.09352e-06 
   16.1371                        -0.120077                                  0               2.51505e-06                 3.27809e-07               0.000566888                         0                       0                      4.09352e-06 
   16.1373                        -0.120077                                  0               2.51505e-06                 3.27809e-07               0.000566888                       0.1                       0                      3.22271e-05 
   16.1374                        -0.120259                                  0               2.51505e-06                 2.51505e-06               0.000566888                       0.1                       0                      3.22271e-05 
   16.1375                        -0.120259                                  0               2.51505e-06                 2.51505e-06               0.000566888                       0.1                       0                      3.22271e-05 
   16.1411                        -0.120259                                  0               6.37373e-06                 2.51505e-06               0.000966239                         0                       0                      3.22271e-05 
   16.1413                        -0.120259                                  0               6.37373e-06                 6.37373e-06               0.000966239                       0.1                       0                      8.66891e-05 
   16.1414                        -0.120473                                  0               6.37373e-06                 6.37373e-06               0.000966239                       0.1                       0                      8.66891e-05 
   16.1415                        -0.120473                                  0               6.37373e-06                 6.37373e-06               0.000966239                       0.1                       0                      8.66891e-05 
   16.1451                        -0.120473                                  0               1.17827e-05                 6.37373e-06                0.00136306                         0                       0                      8.66891e-05 
   16.1452                        -0.120473                                  0               1.17827e-05                 6.37373e-06                0.00136306                       0.1                       0                       0.00017003 
   16.1453                        -0.120715                                  0               1.17827e-05                 1.17827e-05                0.00136306                       0.1                       0                       0.00017003 
   16.1455                        -0.120715                                  0               1.17827e-05                 1.17827e-05                0.00136306                       0.1                       0                       0.00017003 
   16.1491                        -0.120715                                  0               1.88704e-05                 1.17827e-05                 0.0017647                         0                       0                       0.00017003 
   16.1492                        -0.120715                                  0               1.88704e-05                 1.17827e-05                 0.0017647                       0.1                       0                      0.000287524 
   16.1494                        -0.120993                                  0               1.88704e-05                 1.88704e-05                 0.0017647                       0.1                       0                      0.000287524 
   16.1495                        -0.120993                                  0               1.88704e-05                 1.88704e-05                 0.0017647                       0.1                       0                      0.000287524 
   16.1531                        -0.120993                                  0               2.74986e-05                 1.88704e-05                0.00216351                         0                       0                      0.000287524 
   16.1532                        -0.120993                                  0               2.74986e-05                 1.88704e-05                0.00216351                       0.1                       0                      0.000441356 
   16.1533                        -0.121307                                  0               2.74986e-05                 2.74986e-05                0.00216351                       0.1                       0                      0.000441356 
   16.1535                        -0.121307                                  0               2.74986e-05                 2.74986e-05                0.00216351                       0.1                       0                      0.000441356 
   16.1571                        -0.121307                                  0               2.74986e-05                 2.74986e-05                0.00216351                         0                       0                      0.000441356 
   16.1573                        -0.121307                                  0                3.8053e-05                 2.74986e-05                0.00257361                       0.1                       0                      0.000639825 
   16.1574                        -0.121669                                  0                3.8053e-05                  3.8053e-05                0.00257361                       0.1                       0                      0.000639825 
   16.1576                        -0.121669                                  0                3.8053e-05                  3.8053e-05                0.00257361                       0.1                       0                      0.000639825 
   16.1613                         -0.12206                                  0               4.95561e-05                 4.95561e-05                0.00296197                         0                       0                       0.00087509 
   16.1614                         -0.12206                                  0               4.95561e-05                 4.95561e-05                0.00296197                       0.1                       0                       0.00087509 
   16.1651                         -0.12206                                  0               6.30738e-05                 4.95561e-05                0.00336382                         0                       0                       0.00087509 
   16.1652                         -0.12206                                  0               6.30738e-05                 4.95561e-05                0.00336382                       0.1                       0                       0.00116229 
   16.1654                        -0.122508                                  0               6.30738e-05                 6.30738e-05                0.00336382                       0.1                       0                       0.00116229 
   16.1655                        -0.122508                                  0               6.30738e-05                 6.30738e-05                0.00336382                       0.1                       0                       0.00116229 
